title,docid,updated,publisheddate,relevancescore,resultnumber,jurisdiction,date,source,author,contenttype,status,contentcomponentid,vendorreportid,length,byline,wordcount,language,actualresultscount
Traders Buy Union Pacific ( UNP ) on Weakness,urn:contentItem:5THR-8KN1-JCMN-Y0X2-00000-00,2018-10-19,"October 19, 2018 Friday",150,6,U.S. Federal,2018-10-19,Ticker Report,,News,Available,484293,AMCN-126392,1045 words,,1045,English,142
Union Pacific (UNP ) Trading Near $140.11 Support Level,urn:contentItem:5TJX-B6H1-JDN4-T21S-00000-00,2018-10-24,"October 24, 2018 Wednesday",150,7,U.S. Federal,2018-10-24,Fresh Brewed Media,,News,Available,345147,FRBREW2018,227 words,,227,English,142
Traders Sell Shares of Union Pacific ( UNP ) on Strength ( UNP ),urn:contentItem:5TJ5-2681-F03R-N4CR-00000-00,2018-10-21,"October 21, 2018 Sunday",150,8,U.S. Federal,2018-10-21,Zolmax.com,,News,Available,484302,AMCN-116308,1055 words,,1055,English,142
Summit Financial Wealth Advisors LLC Takes Position in Union Pacific Co. ( UNP ),urn:contentItem:5TJK-6VG1-JCMN-Y2DG-00000-00,2018-10-23,"October 23, 2018 Tuesday",150,9,U.S. Federal,2018-10-23,Watchlist News,,News,Available,484299,AMCN-135127,962 words,,962,English,142
Mizuho Securities USA LLC Takes Position in Union Pacific Co. ( UNP ),urn:contentItem:5THR-8KM1-JCMN-Y472-00000-00,2018-10-19,"October 19, 2018 Friday",150,10,U.S. Federal,2018-10-19,DailyPolitical,,News,Available,484233,AMCN-116307,994 words,,994,English,142
Union Pacific ( UNP ) Announces Earnings Results,urn:contentItem:5TKB-KN21-F03R-N538-00000-00,2018-10-26,"October 26, 2018 Friday",151,1,U.S. Federal,2018-10-26,Ticker Report,,News,Available,484293,AMCN-126392,703 words,,703,English,96
Union Pacific (UNP ) Showing Support Near $143.98,urn:contentItem:5TMM-3N31-JDN4-T0YV-00000-00,2018-11-01,"November 1, 2018 Thursday",150,2,U.S. Federal,2018-11-01,Fresh Brewed Media,,News,Available,345147,FRBREW2018,226 words,,226,English,96
Union Pacific Co. ( UNP ) Stake Lowered by Hendley Co. Inc.,urn:contentItem:5TM8-XNF1-JCMN-Y2MP-00000-00,2018-10-31,"October 31, 2018 Wednesday",150,3,U.S. Federal,2018-10-31,DailyPolitical,,News,Available,484233,AMCN-116307,920 words,,920,English,96
Union Pacific Co. ( UNP ) Stake Lowered by Horan Capital Management,urn:contentItem:5TKW-0781-F03R-N379-00000-00,2018-10-29,"October 29, 2018 Monday",150,4,U.S. Federal,2018-10-29,DailyPolitical,,News,Available,484233,AMCN-116307,1052 words,,1052,English,96
Horan Capital Management Has $12.31 Million Holdings in Union Pacific Co. ( UNP ),urn:contentItem:5TKW-0781-F03R-N4HK-00000-00,2018-10-29,"October 29, 2018 Monday",150,5,U.S. Federal,2018-10-29,Ticker Report,,News,Available,484293,AMCN-126392,963 words,,963,English,96
Union Pacific (UNP ) Trading Near $147.18 Resistance Level,urn:contentItem:5TM6-57M1-JDN4-T2NJ-00000-00,2018-10-30,"October 30, 2018 Tuesday",150,6,U.S. Federal,2018-10-30,Fresh Brewed Media,,News,Available,345147,FRBREW2018,238 words,,238,English,96
Investors Buy Shares of Union Pacific ( UNP ) on Weakness,urn:contentItem:5TM3-1BK1-JCMN-Y4M8-00000-00,2018-10-30,"October 30, 2018 Tuesday",150,7,U.S. Federal,2018-10-30,Zolmax.com,,News,Available,484302,AMCN-116308,893 words,,893,English,96
"First Trust Advisors LP Buys 161,010 Shares of Union Pacific Co. ( UNP )",urn:contentItem:5TKD-XF51-JCMN-Y17S-00000-00,2018-10-27,"October 27, 2018 Saturday",150,8,U.S. Federal,2018-10-27,DailyPolitical,,News,Available,484233,AMCN-116307,1025 words,,1025,English,96
Union Pacific Co. ( UNP ) Stake Lessened by Aspiriant LLC,urn:contentItem:5TKT-HM31-F03R-N2P1-00000-00,2018-10-29,"October 29, 2018 Monday",149,9,U.S. Federal,2018-10-29,Watchlist News,,News,Available,484299,AMCN-135127,889 words,,889,English,96
Potential Union Pacific (UNP ) Trade Has 5% Downside Protection,urn:contentItem:5TM0-62T1-JDN4-T3BC-00000-00,2018-10-29,"October 29, 2018 Monday",149,10,U.S. Federal,2018-10-29,Fresh Brewed Media,,News,Available,345147,FRBREW2018,237 words,,237,English,96
Signition LP Decreases Position in Union Pacific Co. ( UNP ),urn:contentItem:5TN8-5X71-JCMN-Y4G5-00000-00,2018-11-04,"November 4, 2018 Sunday",151,1,U.S. Federal,2018-11-04,Transcript Daily,,News,Available,484294,AMCN-10009368,948 words,,948,English,100
Union Pacific Co. ( UNP ) Position Reduced by Klingenstein Fields Co. LLC,urn:contentItem:5TNG-8DJ1-F03R-N3HF-00000-00,2018-11-05,"November 5, 2018 Monday",150,2,U.S. Federal,2018-11-05,Transcript Daily,,News,Available,484294,AMCN-10009368,942 words,,942,English,100
Union Pacific Co. ( UNP ) Shares Bought by Meeder Asset Management Inc.,urn:contentItem:5TNW-W031-DXK2-M250-00000-00,2018-11-07,"November 7, 2018 Wednesday",150,3,U.S. Federal,2018-11-07,American Banking and Market News,,News,Available,439934,AMBNWS2018,894 words,,894,English,100
Union Pacific (UNP ) Trading Near $154.72 Resistance Level,urn:contentItem:5TP4-2H81-JDN4-T2H1-00000-00,2018-11-08,"November 8, 2018 Thursday",150,4,U.S. Federal,2018-11-08,Fresh Brewed Media,,News,Available,345147,FRBREW2018,237 words,,237,English,100
Union Pacific (UNP ) Trading Near $148.83 Resistance Level,urn:contentItem:5TMV-2TG1-F146-H2NK-00000-00,2018-11-02,"November 2, 2018 Friday",150,5,U.S. Federal,2018-11-02,Fresh Brewed Media,,News,Available,345147,FRBREW2018,226 words,,226,English,100
Union Pacific Co. ( UNP ) Shares Sold by Cadence Capital Management LLC,urn:contentItem:5TP0-VXX1-JCMN-Y2KT-00000-00,2018-11-08,"November 8, 2018 Thursday",150,6,U.S. Federal,2018-11-08,Transcript Daily,,News,Available,484294,AMCN-10009368,963 words,,963,English,100
Union Pacific (UNP ) Trading Near $151.85 Resistance Level,urn:contentItem:5TNX-3DG1-JDN4-T55Y-00000-00,2018-11-07,"November 7, 2018 Wednesday",150,7,U.S. Federal,2018-11-07,Fresh Brewed Media,,News,Available,345147,FRBREW2018,238 words,,238,English,100
Union Pacific Co. ( UNP ) Shares Bought by Marathon Asset Management LLP,urn:contentItem:5TNN-WNP1-JB40-X4WM-00000-00,2018-11-06,"November 6, 2018 Tuesday",150,8,U.S. Federal,2018-11-06,American Banking and Market News,,News,Available,439934,AMBNWS2018,920 words,,920,English,100
TD Asset Management Inc. Reduces Stake in Union Pacific Co. ( UNP ),urn:contentItem:5TNN-WNP1-JB40-X3B6-00000-00,2018-11-06,"November 6, 2018 Tuesday",150,9,U.S. Federal,2018-11-06,American Banking and Market News,,News,Available,439934,AMBNWS2018,871 words,,871,English,100
Cwm LLC Raises Holdings in Union Pacific Co. ( UNP ),urn:contentItem:5TMP-52C1-JB40-X514-00000-00,2018-11-02,"November 2, 2018 Friday",150,10,U.S. Federal,2018-11-02,American Banking and Market News,,News,Available,439934,AMBNWS2018,951 words,,951,English,100
Investors Sell Shares of Union Pacific ( UNP ) on Strength ( UNP ),urn:contentItem:5TR7-8VT1-JCMN-Y3GW-00000-00,2018-11-14,"November 14, 2018 Wednesday",152,1,U.S. Federal,2018-11-14,DailyPolitical,,News,Available,484233,AMCN-116307,936 words,,936,English,105
Investors Sell Shares of Union Pacific ( UNP ) on Strength ( UNP ),urn:contentItem:5TR7-8VT1-JCMN-Y4MK-00000-00,2018-11-14,"November 14, 2018 Wednesday",152,2,U.S. Federal,2018-11-14,Ticker Report,,News,Available,484293,AMCN-126392,942 words,,942,English,105
Union Pacific Co. ( UNP ) Position Lifted by Bp Plc,urn:contentItem:5TP6-TB01-F03R-N326-00000-00,2018-11-09,"November 9, 2018 Friday",151,3,U.S. Federal,2018-11-09,Watchlist News,,News,Available,484299,AMCN-135127,969 words,,969,English,105
Columbia Asset Management Increases Position in Union Pacific Co. ( UNP ),urn:contentItem:5TR1-91D1-JCMN-Y4CD-00000-00,2018-11-13,"November 13, 2018 Tuesday",151,4,U.S. Federal,2018-11-13,Transcript Daily,,News,Available,484294,AMCN-10009368,981 words,,981,English,105
Bank OZK Raises Position in Union Pacific Co. ( UNP ),urn:contentItem:5TPT-9VM1-JCMN-Y2PR-00000-00,2018-11-12,"November 12, 2018 Monday",150,5,U.S. Federal,2018-11-12,DailyPolitical,,News,Available,484233,AMCN-116307,1048 words,,1048,English,105
Union Pacific (UNP ) Trading Near $146.08 Support Level,urn:contentItem:5TRC-WKP1-JDN4-T507-00000-00,2018-11-14,"November 14, 2018 Wednesday",150,6,U.S. Federal,2018-11-14,Fresh Brewed Media,,News,Available,345147,FRBREW2018,227 words,,227,English,105
Union Pacific (UNP ) Showing Support Near $150.46,urn:contentItem:5TPJ-0WR1-F146-H48B-00000-00,2018-11-09,"November 9, 2018 Friday",150,7,U.S. Federal,2018-11-09,Fresh Brewed Media,,News,Available,345147,FRBREW2018,226 words,,226,English,105
Union Pacific Co. ( UNP ) Shares Sold by Pendal Group Ltd,urn:contentItem:5TPB-66G1-F03R-N4R7-00000-00,2018-11-10,"November 10, 2018 Saturday",150,8,U.S. Federal,2018-11-10,Ticker Report,,News,Available,484293,AMCN-126392,929 words,,929,English,105
Union Pacific (UNP ) Trading Near $144.04 Support Level,urn:contentItem:5TRK-VVM1-F146-H38B-00000-00,2018-11-15,"November 15, 2018 Thursday",150,9,U.S. Federal,2018-11-15,Fresh Brewed Media,,News,Available,345147,FRBREW2018,226 words,,226,English,105
"1,340 Shares in Union Pacific Co. ( UNP ) Acquired by Oxbow Advisors LLC",urn:contentItem:5TR6-07X1-JCMN-Y0T9-00000-00,2018-11-13,"November 13, 2018 Tuesday",150,10,U.S. Federal,2018-11-13,DailyPolitical,,News,Available,484233,AMCN-116307,912 words,,912,English,105
Traders Sell Union Pacific ( UNP ) on Strength ( UNP ),urn:contentItem:5TT0-CWP1-JCMN-Y46F-00000-00,2018-11-22,"November 22, 2018 Thursday",152,1,U.S. Federal,2018-11-22,Transcript Daily,,News,Available,484294,AMCN-10009368,1031 words,,1031,English,66
Union Pacific Co. ( UNP ) Stake Lowered by Aldebaran Financial Inc.,urn:contentItem:5TS3-5MX1-JCMN-Y3XF-00000-00,2018-11-18,"November 18, 2018 Sunday",150,2,U.S. Federal,2018-11-18,Transcript Daily,,News,Available,484294,AMCN-10009368,1127 words,,1127,English,66
Hartline Investment Corp Acquires 691 Shares of Union Pacific Co. ( UNP ),urn:contentItem:5TT0-CWK1-JCMN-Y3K9-00000-00,2018-11-22,"November 22, 2018 Thursday",150,3,U.S. Federal,2018-11-22,Watchlist News,,News,Available,484299,AMCN-135127,988 words,,988,English,66
Potential Union Pacific (UNP ) Trade Targets 2.08% Return,urn:contentItem:5TSF-RJ71-JDN4-T2FK-00000-00,2018-11-19,"November 19, 2018 Monday",150,4,U.S. Federal,2018-11-19,Fresh Brewed Media,,News,Available,345147,FRBREW2018,238 words,,238,English,66
Motco Sells 609 Shares of Union Pacific Co. ( UNP ),urn:contentItem:5TRP-MJ71-JCMN-Y3PW-00000-00,2018-11-16,"November 16, 2018 Friday",150,5,U.S. Federal,2018-11-16,Zolmax.com,,News,Available,484302,AMCN-116308,1084 words,,1084,English,66
Union Pacific Co. ( UNP ) Shares Sold by First Interstate Bank,urn:contentItem:5TRP-MK21-F03R-N0CY-00000-00,2018-11-16,"November 16, 2018 Friday",150,6,U.S. Federal,2018-11-16,Transcript Daily,,News,Available,484294,AMCN-10009368,1036 words,,1036,English,66
Rhumbline Advisers Reduces Holdings in Union Pacific Co. ( UNP ),urn:contentItem:5TRT-YB01-JCMN-Y1HY-00000-00,2018-11-16,"November 16, 2018 Friday",150,7,U.S. Federal,2018-11-16,DailyPolitical,,News,Available,484233,AMCN-116307,1013 words,,1013,English,66
Union Pacific Co. ( UNP ) Shares Sold by First Mercantile Trust Co.,urn:contentItem:5TRX-GR51-JCMN-Y3N4-00000-00,2018-11-17,"November 17, 2018 Saturday",150,8,U.S. Federal,2018-11-17,Transcript Daily,,News,Available,484294,AMCN-10009368,1055 words,,1055,English,66
Union Pacific Co. ( UNP ) Holdings Decreased by Motco,urn:contentItem:5TRP-MJ71-JCMN-Y342-00000-00,2018-11-16,"November 16, 2018 Friday",150,9,U.S. Federal,2018-11-16,DailyPolitical,,News,Available,484233,AMCN-116307,1064 words,,1064,English,66
Union Pacific (UNP ) Trading Near $144.69 Support Level,urn:contentItem:5TRT-V151-F146-H197-00000-00,2018-11-16,"November 16, 2018 Friday",150,10,U.S. Federal,2018-11-16,Fresh Brewed Media,,News,Available,345147,FRBREW2018,238 words,,238,English,66
Union Pacific Co. ( UNP ) Stake Lessened by Baker Ellis Asset Management LLC,urn:contentItem:5TTS-W3W1-JCMN-Y1NV-00000-00,2018-11-26,"November 26, 2018 Monday",150,1,U.S. Federal,2018-11-26,Watchlist News,,News,Available,484299,AMCN-135127,982 words,,982,English,56
Union Pacific Co. ( UNP ) Shares Sold by D.A. Davidson CO.,urn:contentItem:5TV2-C1Y1-F03R-N1Y4-00000-00,2018-11-27,"November 27, 2018 Tuesday",150,2,U.S. Federal,2018-11-27,Zolmax.com,,News,Available,484302,AMCN-116308,906 words,,906,English,56
Union Pacific (UNP ) Trading Near $141.42 Support Level,urn:contentItem:5TV5-H1F1-F146-H3H8-00000-00,2018-11-26,"November 26, 2018 Monday",150,3,U.S. Federal,2018-11-26,Fresh Brewed Media,,News,Available,345147,FRBREW2018,227 words,,227,English,56
Union Pacific Co. ( UNP ) Stake Lowered by D.A. Davidson CO.,urn:contentItem:5TV2-C1Y1-F03R-N0WT-00000-00,2018-11-27,"November 27, 2018 Tuesday",150,4,U.S. Federal,2018-11-27,DailyPolitical,,News,Available,484233,AMCN-116307,1007 words,,1007,English,56
Union Pacific Co. ( UNP ) Stake Lifted by FDx Advisors Inc.,urn:contentItem:5TVG-9HK1-F03R-N356-00000-00,2018-11-29,"November 29, 2018 Thursday",150,5,U.S. Federal,2018-11-29,Transcript Daily,,News,Available,484294,AMCN-10009368,885 words,,885,English,56
Union Pacific (UNP ) Trading Near $155.77 Resistance Level,urn:contentItem:5TVT-DK51-F146-H0D1-00000-00,2018-11-29,"November 29, 2018 Thursday",150,6,U.S. Federal,2018-11-29,Fresh Brewed Media,,News,Available,345147,FRBREW2018,238 words,,238,English,56
Potential Union Pacific (UNP ) Trade Has 4.79% Downside Protection,urn:contentItem:5TV5-H1G1-F146-H1C4-00000-00,2018-11-27,"November 27, 2018 Tuesday",150,7,U.S. Federal,2018-11-27,Fresh Brewed Media,,News,Available,345147,FRBREW2018,226 words,,226,English,56
Union Pacific Co. ( UNP ) Shares Sold by Baird Financial Group Inc.,urn:contentItem:5TVD-V821-F03R-N369-00000-00,2018-11-29,"November 29, 2018 Thursday",150,8,U.S. Federal,2018-11-29,Watchlist News,,News,Available,484299,AMCN-135127,875 words,,875,English,56
Wesbanco Bank Inc. Cuts Stake in Union Pacific Co. ( UNP ),urn:contentItem:5TTH-GP71-JCMN-Y479-00000-00,2018-11-24,"November 24, 2018 Saturday",150,9,U.S. Federal,2018-11-24,Zolmax.com,,News,Available,484302,AMCN-116308,1065 words,,1065,English,56
Union Pacific Co. ( UNP ) Shares Sold by Suffolk Capital Management LLC,urn:contentItem:5TT9-M601-F03R-N53D-00000-00,2018-11-23,"November 23, 2018 Friday",150,10,U.S. Federal,2018-11-23,Transcript Daily,,News,Available,484294,AMCN-10009368,1092 words,,1092,English,56
Union Pacific (UNP) Receives News Impact Rating of 0.75,urn:contentItem:5TX0-42T1-JCMN-Y24B-00000-00,2018-12-06,"December 6, 2018 Thursday",152,1,U.S. Federal,2018-12-06,Transcript Daily,,News,Available,484294,AMCN-10009368,928 words,,928,English,53
Union Pacific (UNP ) Showing Support Near $148.25,urn:contentItem:5TX3-7P91-JDN4-T4J9-00000-00,2018-12-06,"December 6, 2018 Thursday",151,2,U.S. Federal,2018-12-06,Fresh Brewed Media,,News,Available,345147,FRBREW2018,226 words,,226,English,53
Union Pacific Co. ( UNP ) Shares Sold by Wedbush Securities Inc.,urn:contentItem:5TX3-BWT1-F03R-N260-00000-00,2018-12-06,"December 6, 2018 Thursday",150,3,U.S. Federal,2018-12-06,Ticker Report,,News,Available,484293,AMCN-126392,994 words,,994,English,53
"Great Lakes Advisors LLC Purchases 7,257 Shares of Union Pacific Co. ( UNP )",urn:contentItem:5TX3-BWT1-F03R-N1YT-00000-00,2018-12-06,"December 6, 2018 Thursday",150,4,U.S. Federal,2018-12-06,Ticker Report,,News,Available,484293,AMCN-126392,1018 words,,1018,English,53
Ancora Advisors LLC Has $4.27 Million Holdings in Union Pacific Co. ( UNP ),urn:contentItem:5TW2-S9K1-F03R-N1S7-00000-00,2018-12-02,"December 2, 2018 Sunday",150,5,U.S. Federal,2018-12-02,Ticker Report,,News,Available,484293,AMCN-126392,885 words,,885,English,53
"King Luther Capital Management Corp Buys 37,493 Shares of Union Pacific Co. ( UNP )",urn:contentItem:5TX3-BWT1-F03R-N22W-00000-00,2018-12-06,"December 6, 2018 Thursday",149,6,U.S. Federal,2018-12-06,Ticker Report,,News,Available,484293,AMCN-126392,1037 words,,1037,English,53
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp Has $49.92 Million Stake in Union Pacific Co. ( UNP ),urn:contentItem:5TWB-6MH1-JCMN-Y35G-00000-00,2018-12-03,"December 3, 2018 Monday",149,7,U.S. Federal; International,2018-12-03,Transcript Daily,,News,Available,484294,AMCN-10009368,1008 words,,1008,English,53
Union Pacific Co. ( UNP ) Shares Bought by Honkamp Krueger Financial Services Inc.,urn:contentItem:5TVT-HHD1-JCMN-Y1SM-00000-00,2018-11-30,"November 30, 2018 Friday",149,8,U.S. Federal,2018-11-30,Watchlist News,,News,Available,484299,AMCN-135127,1023 words,,1023,English,53
PCJ Investment Counsel Ltd. Has $1.38 Million Holdings in Union Pacific Co. ( UNP ),urn:contentItem:5TX3-BWT1-F03R-N0SS-00000-00,2018-12-06,"December 6, 2018 Thursday",149,9,U.S. Federal,2018-12-06,DailyPolitical,,News,Available,484233,AMCN-116307,1047 words,,1047,English,53
Wedbush Securities Inc. Decreases Position in Union Pacific Co. ( UNP ),urn:contentItem:5TX3-BWT1-F03R-N13R-00000-00,2018-12-06,"December 6, 2018 Thursday",149,10,U.S. Federal,2018-12-06,DailyPolitical,,News,Available,484233,AMCN-116307,1032 words,,1032,English,53
Union Pacific Co. ( UNP ) Shares Sold by Earnest Partners LLC,urn:contentItem:5TYF-WG81-JCMN-Y49J-00000-00,2018-12-13,"December 13, 2018 Thursday",151,1,U.S. Federal,2018-12-13,DailyPolitical,,News,Available,484233,AMCN-116307,865 words,,865,English,54
Union Pacific Co. ( UNP ) Shares Sold by Veritable L.P.,urn:contentItem:5TYF-WG91-JCMN-Y02V-00000-00,2018-12-13,"December 13, 2018 Thursday",151,2,U.S. Federal,2018-12-13,Zolmax.com,,News,Available,484302,AMCN-116308,895 words,,895,English,54
Union Pacific Co. ( UNP ) Position Trimmed by MUFG Americas Holdings Corp,urn:contentItem:5TY7-WR11-F03R-N2TF-00000-00,2018-12-12,"December 12, 2018 Wednesday",150,3,U.S. Federal,2018-12-12,Zolmax.com,,News,Available,484302,AMCN-116308,1007 words,,1007,English,54
Covington Capital Management Lowers Position in Union Pacific Co. ( UNP ),urn:contentItem:5TYF-WHF1-JCMN-Y1VP-00000-00,2018-12-13,"December 13, 2018 Thursday",150,4,U.S. Federal,2018-12-13,Watchlist News,,News,Available,484299,AMCN-135127,995 words,,995,English,54
Union Pacific Co. ( UNP ) Shares Sold by Capital Research Global Investors,urn:contentItem:5TY1-X631-JCMN-Y285-00000-00,2018-12-11,"December 11, 2018 Tuesday",150,5,U.S. Federal,2018-12-11,Transcript Daily,,News,Available,484294,AMCN-10009368,996 words,,996,English,54
Union Pacific Co. ( UNP ) Position Increased by Pacer Advisors Inc.,urn:contentItem:5TY4-VN11-DXK2-M3M4-00000-00,2018-12-11,"December 11, 2018 Tuesday",150,6,U.S. Federal,2018-12-11,American Banking and Market News,,News,Available,439934,AMBNWS2018,879 words,,879,English,54
Union Pacific (UNP ) Trading Near $154.97 Resistance Level,urn:contentItem:5TX9-6V11-F146-H1K3-00000-00,2018-12-07,"December 7, 2018 Friday",150,7,U.S. Federal,2018-12-07,Fresh Brewed Media,,News,Available,345147,FRBREW2018,226 words,,226,English,54
Union Pacific Co. ( UNP ) Shares Sold by Veritable L.P.,urn:contentItem:5TYJ-SYB1-JB40-X17C-00000-00,2018-12-13,"December 13, 2018 Thursday",150,8,U.S. Federal,2018-12-13,American Banking and Market News,,News,Available,439934,AMBNWS2018,830 words,,830,English,54
Union Pacific Co. ( UNP ) Shares Sold by LPL Financial LLC,urn:contentItem:5TY7-51S1-DXK2-M2FN-00000-00,2018-12-12,"December 12, 2018 Wednesday",150,9,U.S. Federal,2018-12-12,American Banking and Market News,,News,Available,439934,AMBNWS2018,817 words,,817,English,54
"Capital International Investors Buys 4,458,858 Shares of Union Pacific Co. ( UNP )",urn:contentItem:5TY1-5N21-DXK2-M03N-00000-00,2018-12-11,"December 11, 2018 Tuesday",150,10,U.S. Federal,2018-12-11,American Banking and Market News,,News,Available,439934,AMBNWS2018,906 words,,906,English,54
Union Pacific (UNP ) Showing Support Near $131.79,urn:contentItem:5V12-V831-F146-H0WD-00000-00,2018-12-20,"December 20, 2018 Thursday",151,1,U.S. Federal,2018-12-20,Fresh Brewed Media,,News,Available,345147,FRBREW2018,237 words,,237,English,61
Union Pacific Co. ( UNP ) Shares Sold by BRYN MAWR TRUST Co,urn:contentItem:5V09-R3B1-F03R-N15C-00000-00,2018-12-17,"December 17, 2018 Monday",150,2,U.S. Federal,2018-12-17,Transcript Daily,,News,Available,484294,AMCN-10009368,979 words,,979,English,61
Union Pacific (UNP ) Trading Near $137.10 Support Level,urn:contentItem:5V12-V821-F146-H39B-00000-00,2018-12-19,"December 19, 2018 Wednesday",150,3,U.S. Federal,2018-12-19,Fresh Brewed Media,,News,Available,345147,FRBREW2018,227 words,,227,English,61
Union Pacific Co. ( UNP ) Stake Decreased by Marshfield Associates,urn:contentItem:5V0R-NC11-F03R-N551-00000-00,2018-12-19,"December 19, 2018 Wednesday",150,4,U.S. Federal; International,2018-12-19,DailyPolitical,,News,Available,484233,AMCN-116307,1049 words,,1049,English,61
Union Pacific (UNP ) Trading Near $142.60 Support Level,urn:contentItem:5TYT-15P1-JDN4-T0RD-00000-00,2018-12-14,"December 14, 2018 Friday",150,5,U.S. Federal,2018-12-14,Fresh Brewed Media,,News,Available,345147,FRBREW2018,226 words,,226,English,61
Union Pacific (UNP ) Trading Near $139.42 Support Level,urn:contentItem:5V0M-WVT1-F146-H044-00000-00,2018-12-17,"December 17, 2018 Monday",150,6,U.S. Federal,2018-12-17,Fresh Brewed Media,,News,Available,345147,FRBREW2018,227 words,,227,English,61
Csenge Advisory Group Purchases 955 Shares of Union Pacific Co. ( UNP ),urn:contentItem:5V0Y-PDV1-JCMN-Y0SB-00000-00,2018-12-20,"December 20, 2018 Thursday",150,7,U.S. Federal,2018-12-20,DailyPolitical,,News,Available,484233,AMCN-116307,1023 words,,1023,English,61
Union Pacific Co. ( UNP ) Holdings Decreased by Brown Brothers Harriman & Co.,urn:contentItem:5V09-14P1-JB40-X0CS-00000-00,2018-12-17,"December 17, 2018 Monday",150,8,U.S. Federal,2018-12-17,American Banking and Market News,,News,Available,439934,AMBNWS2018,839 words,,839,English,61
"16,276 Shares in Union Pacific Co. ( UNP ) Purchased by B. Riley Wealth Management Inc.",urn:contentItem:5V0Y-PF41-F03R-N4V7-00000-00,2018-12-20,"December 20, 2018 Thursday",150,9,U.S. Federal,2018-12-20,Transcript Daily,,News,Available,484294,AMCN-10009368,969 words,,969,English,61
Mackenzie Financial Corp Trims Position in Union Pacific Co. ( UNP ),urn:contentItem:5V09-R371-JCMN-Y20J-00000-00,2018-12-17,"December 17, 2018 Monday",150,10,U.S. Federal,2018-12-17,Zolmax.com,,News,Available,484302,AMCN-116308,894 words,,894,English,61
Union Pacific ( UNP ) Shares Up 6.1%,urn:contentItem:5V2F-C421-F03R-N54K-00000-00,2018-12-27,"December 27, 2018 Thursday",151,1,U.S. Federal,2018-12-27,Ticker Report,,News,Available,484293,AMCN-126392,820 words,,820,English,38
Union Pacific (UNP ) Showing Support Near $126.52,urn:contentItem:5V2J-MHD1-F146-H2R0-00000-00,2018-12-27,"December 27, 2018 Thursday",150,2,U.S. Federal,2018-12-27,Fresh Brewed Media,,News,Available,345147,FRBREW2018,238 words,,238,English,38
Union Pacific Co. ( UNP ) Shares Bought by Central Bank Trust Co.,urn:contentItem:5V14-5KD1-JCMN-Y542-00000-00,2018-12-21,"December 21, 2018 Friday",150,3,U.S. Federal,2018-12-21,Zolmax.com,,News,Available,484302,AMCN-116308,980 words,,980,English,38
"AQR Capital Management LLC Sells 351,926 Shares of Union Pacific Co. ( UNP )",urn:contentItem:5V1J-55F1-F03R-N449-00000-00,2018-12-23,"December 23, 2018 Sunday",150,4,U.S. Federal,2018-12-23,DailyPolitical,,News,Available,484233,AMCN-116307,891 words,,891,English,38
Nordea Investment Management AB Trims Holdings in Union Pacific Co. ( UNP ),urn:contentItem:5V15-MMP1-JCMN-Y06J-00000-00,2018-12-21,"December 21, 2018 Friday",150,5,U.S. Federal,2018-12-21,DailyPolitical,,News,Available,484233,AMCN-116307,1006 words,,1006,English,38
Union Pacific ( UNP ) Trading 6.1% Higher,urn:contentItem:5V2F-C431-F03R-N0Y6-00000-00,2018-12-27,"December 27, 2018 Thursday",150,6,U.S. Federal,2018-12-27,Watchlist News,,News,Available,484299,AMCN-135127,717 words,,717,English,38
Union Pacific Co. ( UNP ) Shares Sold by Nordea Investment Management AB,urn:contentItem:5V15-MMP1-JCMN-Y0MG-00000-00,2018-12-21,"December 21, 2018 Friday",150,7,U.S. Federal,2018-12-21,Zolmax.com,,News,Available,484302,AMCN-116308,931 words,,931,English,38
"Standard Life Aberdeen plc Acquires 19,538 Shares of Union Pacific Co. ( UNP )",urn:contentItem:5V1C-H1J1-JCMN-Y0NB-00000-00,2018-12-22,"December 22, 2018 Saturday",150,8,U.S. Federal,2018-12-22,Watchlist News,,News,Available,484299,AMCN-135127,944 words,,944,English,38
Clearbridge Investments LLC Reduces Position in Union Pacific Co. ( UNP ),urn:contentItem:5V1B-VCN1-JB40-X1W5-00000-00,2018-12-22,"December 22, 2018 Saturday",150,9,U.S. Federal,2018-12-22,American Banking and Market News,,News,Available,439934,AMBNWS2018,947 words,,947,English,38
Palo Capital Inc. Has $1.09 Million Position in Union Pacific Co. ( UNP ),urn:contentItem:5V1C-H1P1-JCMN-Y184-00000-00,2018-12-22,"December 22, 2018 Saturday",150,10,U.S. Federal,2018-12-22,Transcript Daily,,News,Available,484294,AMCN-10009368,1024 words,,1024,English,38
Union Pacific (UNP ) Showing Support Near $134.50,urn:contentItem:5V3D-H8G1-JDN4-T25X-00000-00,2018-12-31,"December 31, 2018 Monday",151,1,U.S. Federal,2018-12-31,Fresh Brewed Media,,News,Available,345147,FRBREW2018,227 words,,227,English,10
Potential Union Pacific (UNP ) Trade Has 6.19% Downside Protection,urn:contentItem:5V2S-KPF1-JDN4-T13Y-00000-00,2018-12-28,"December 28, 2018 Friday",150,2,U.S. Federal,2018-12-28,Fresh Brewed Media,,News,Available,345147,FRBREW2018,227 words,,227,English,10
