title,source,author,date,length,wordcount,totalsearchresults,relevancescore,contentcomponentid,vendorreportid,docid
FedEx Co. ( NYSE :FDX) Shares Sold by HWG Holdings LP,American Banking and Market News,,2021-01-21,981 words,981,24,63,439934,AMBNWS2021,urn:contentItem:61TS-C421-DXK2-M00X-00000-00
Ritholtz Wealth Management Boosts Stake in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-21,1040 words,1040,24,63,439934,AMBNWS2021,urn:contentItem:5SGV-5W31-DXK2-M4J7-00000-00
Ritholtz Wealth Management Purchases 448 Shares of FedEx Co. ( NYSE :FDX),Watchlist News,,2021-01-21,1064 words,1064,24,61,484299,AMCN-135127,urn:contentItem:61TK-WNT1-F03R-N2C6-00000-00
"Atticus Wealth Management LLC Invests $34,000 in FedEx Co. ( NYSE :FDX)",Watchlist News,,2021-01-21,1055 words,1055,24,61,484299,AMCN-135127,urn:contentItem:61TN-8641-F03R-N479-00000-00
Atticus Wealth Management LLC Buys New Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-21,915 words,915,24,61,439934,AMBNWS2021,urn:contentItem:61TM-P4V1-JB40-X4J2-00000-00
Carlton Hofferkamp & Jenks Wealth Management LLC Has $1.16 Million Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-21,930 words,930,24,60,439934,AMBNWS2021,urn:contentItem:61TS-C411-DXK2-M07X-00000-00
Asset Advisors Investment Management LLC Sells 200 Shares of FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-21,964 words,964,24,60,439934,AMBNWS2021,urn:contentItem:5SGV-5W41-DXK2-M198-00000-00
"Cumberland Advisors Inc. Purchases Shares of 9,665 FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2021-01-21,959 words,959,24,60,439934,AMBNWS2021,urn:contentItem:61TM-P301-DXK2-M339-00000-00
Highland Capital Management LLC Has $15.01 Million Stock Holdings in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-21,934 words,934,24,60,439934,AMBNWS2021,urn:contentItem:61TS-C421-DXK2-M0FD-00000-00
Callahan Advisors LLC Reduces Stake in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-21,1003 words,1003,24,59,439934,AMBNWS2021,urn:contentItem:61TS-C411-DXK2-M301-00000-00
"Future of Biopharmaceutical Logistic Market   A comprehensive study by Key Players: DB Schenker, FedEx, Ceva Logistics LLC",iCrowdNewswire (English),,2021-01-22,1325 words,1325,23,81,433665,ICRWDE2021,urn:contentItem:61TV-WMF1-JCTB-F4NX-00000-00
"Meridian Wealth Management LLC Takes $281,000 Position in FedEx Co. ( NYSE :FDX)",Watchlist News,,2021-01-22,1035 words,1035,23,61,484299,AMCN-135127,urn:contentItem:61TT-VX21-JCMN-Y0B7-00000-00
FedEx Co. ( NYSE :FDX) Shares Sold by Beech Hill Advisors Inc.,American Banking and Market News,,2021-01-22,946 words,946,23,61,439934,AMBNWS2021,urn:contentItem:61V0-9B21-JB40-X0MJ-00000-00
DORCHESTER WEALTH MANAGEMENT Co Has $4.19 Million Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-22,937 words,937,23,61,439934,AMBNWS2021,urn:contentItem:61V0-9B21-JB40-X0YJ-00000-00
FedEx Co. ( NYSE :FDX) Shares Sold by Focused Investors LLC,American Banking and Market News,,2021-01-22,964 words,964,23,61,439934,AMBNWS2021,urn:contentItem:61V0-9BN1-JB40-X0RT-00000-00
WBH Advisory Inc. Sells 156 Shares of FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-22,939 words,939,23,60,439934,AMBNWS2021,urn:contentItem:61TV-PTJ1-DXK2-M0WW-00000-00
Nwam LLC Lowers Holdings in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-22,963 words,963,23,60,439934,AMBNWS2021,urn:contentItem:61V0-9BN1-JB40-X25H-00000-00
Meridian Wealth Management LLC Takes Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-22,923 words,923,23,60,439934,AMBNWS2021,urn:contentItem:5SGX-GP41-DXK2-M2G9-00000-00
SOL Capital Management CO Lowers Holdings in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-22,1011 words,1011,23,60,439934,AMBNWS2021,urn:contentItem:61V0-9BN1-JB40-X0J9-00000-00
"Pendal Group Limited Purchases 7,732 Shares of FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2021-01-23,926 words,926,12,61,439934,AMBNWS2021,urn:contentItem:61V2-K8P1-DXK2-M3VP-00000-00
Kestra Advisory Services LLC Boosts Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-23,941 words,941,12,60,439934,AMBNWS2021,urn:contentItem:61V2-K8P1-DXK2-M3H3-00000-00
Pacer Advisors Inc. Reduces Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-23,946 words,946,12,60,439934,AMBNWS2021,urn:contentItem:61V2-K8P1-DXK2-M313-00000-00
Clearview Wealth Advisors LLC Makes New Investment in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-23,998 words,998,12,59,439934,AMBNWS2021,urn:contentItem:5SH2-5371-JB40-X386-00000-00
"British Airways Pensions Investment Management Ltd Sells 21,728 Shares of FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2021-01-23,1004 words,1004,12,59,439934,AMBNWS2021,urn:contentItem:61V2-K8P1-DXK2-M53D-00000-00
FedEx Co. ( NYSE :FDX) Shares Sold by Beech Hill Advisors Inc.,Watchlist News,,2021-01-23,1063 words,1063,12,58,484299,AMCN-135127,urn:contentItem:61V0-GXF1-F03R-N056-00000-00
Beech Hill Advisors Inc. Cuts Holdings in FedEx Co. ( NYSE :FDX),Watchlist News,,2021-01-23,1149 words,1149,12,58,484299,AMCN-135127,urn:contentItem:61V0-GXD1-F03R-N52W-00000-00
Clearview Wealth Advisors LLC Takes Position in FedEx Co. ( NYSE :FDX),Watchlist News,,2021-01-23,1111 words,1111,12,57,484299,AMCN-135127,urn:contentItem:61V3-3XH1-JCMN-Y2NV-00000-00
JustInvest LLC Boosts Stock Position in FedEx Co. ( NYSE :FDX),Zolmax.com,,2021-01-23,959 words,959,12,32,484302,AMCN-116308,urn:contentItem:61V1-T3D1-JCMN-Y2CW-00000-00
FedEx Co. ( NYSE :FDX) Position Cut by Pacer Advisors Inc.,DailyPolitical,,2021-01-23,980 words,980,12,32,484233,AMCN-116307,urn:contentItem:61V1-T3D1-JCMN-Y1M4-00000-00
Benin Management CORP Cuts Stake in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-25,979 words,979,17,92,439934,AMBNWS2021,urn:contentItem:61VM-7VC1-JB40-X170-00000-00
Kranot Hishtalmut Le Morim Ve Gananot Havera Menahelet LTD Acquires 992 Shares of FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-25,959 words,959,17,60,439934,AMBNWS2021,urn:contentItem:61VG-JJW1-DXK2-M12P-00000-00
FedEx Co. ( NYSE :FDX) Stake Lessened by Avantax Advisory Services Inc.,American Banking and Market News,,2021-01-25,974 words,974,17,60,439934,AMBNWS2021,urn:contentItem:61VG-JJW1-DXK2-M04P-00000-00
Kranot Hishtalmut Le Morim Ve Gananot Havera Menahelet LTD Buys 992 Shares of FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-25,1010 words,1010,17,59,439934,AMBNWS2021,urn:contentItem:61VG-JKH1-JB40-X2BH-00000-00
Strs Ohio Cuts Stock Holdings in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-25,1008 words,1008,17,59,439934,AMBNWS2021,urn:contentItem:61VG-JKH1-JB40-X1NC-00000-00
FedEx Co. ( NYSE :FDX) Stake Raised by Kranot Hishtalmut Le Morim Tichoniim Havera Menahelet LTD,American Banking and Market News,,2021-01-25,994 words,994,17,59,439934,AMBNWS2021,urn:contentItem:61VG-JJW1-DXK2-M0S9-00000-00
"Aspen Investment Management Inc Acquires Shares of 1,562 FedEx Co. ( NYSE :FDX)",Watchlist News,,2021-01-25,1138 words,1138,17,58,484299,AMCN-135127,urn:contentItem:61VM-FSG1-JCMN-Y2BD-00000-00
"First and Last Mile Delivery Market May See a Big Move : Major Giants Swift Transport, TNT Express, DB SCHENKER",ReleaseWire,,2021-01-25,1614 words,1614,17,52,484276,SBWI-7162,urn:contentItem:61VM-FSG1-JCMN-Y4VR-00000-00
"Medical Courier Market to See Huge Growth by 2025 | FedEx , DHL International , Affordable Courier Solutions",iCrowdNewswire (English),,2021-01-25,1389 words,1389,17,46,433665,ICRWDE2021,urn:contentItem:61VG-T5R1-JCTB-F4M3-00000-00
Medical Courier Market Size Estimated to Reach $6.4 Billion by 2025,iCrowdNewswire (English),,2021-01-25,1084 words,1084,17,45,433665,ICRWDE2021,urn:contentItem:61VG-T5R1-JCTB-F4PM-00000-00
FedEx Co. ( NYSE :FDX) Shares Sold by Excalibur Management Corp,American Banking and Market News,,2021-01-26,949 words,949,32,69,439934,AMBNWS2021,urn:contentItem:61VP-JG71-JB40-X414-00000-00
11:35 EST Land & Buildings calls Monmouth strategic alternatives process 'flawed',Theflyonthewall.com,,2021-01-26,375 words,375,32,68,295234,FLYCOM2021,urn:contentItem:61VP-DD21-DYWB-B3XT-00000-00
"FedEx Co. ( NYSE :FDX) Given Average Rating of ""Buy"" by Brokerages",American Banking and Market News,,2021-01-26,837 words,837,32,64,439934,AMBNWS2021,urn:contentItem:61VP-JD31-DXK2-M0Y3-00000-00
New York State Teachers Retirement System Boosts Stock Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-26,936 words,936,32,61,439934,AMBNWS2021,urn:contentItem:61VP-JD31-DXK2-M1M9-00000-00
FedEx Co. ( NYSE :FDX) Shares Sold by Security National Trust Co.,American Banking and Market News,,2021-01-26,957 words,957,32,61,439934,AMBNWS2021,urn:contentItem:5SH8-4951-DXK2-M0MM-00000-00
Harel Insurance Investments & Financial Services Ltd. Grows Stock Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-26,1004 words,1004,32,60,439934,AMBNWS2021,urn:contentItem:61VV-7061-DXK2-M3RK-00000-00
Security National Trust Co. Trims Stock Holdings in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-26,983 words,983,32,59,439934,AMBNWS2021,urn:contentItem:61VV-70P1-DXK2-M3NW-00000-00
IBM Retirement Fund Increases Stock Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-26,987 words,987,32,59,439934,AMBNWS2021,urn:contentItem:61VP-JD31-DXK2-M20X-00000-00
FedEx Co. ( NYSE :FDX) Shares Sold by Candriam Luxembourg S.C. A.,American Banking and Market News,,2021-01-26,999 words,999,32,59,439934,AMBNWS2021,urn:contentItem:61VP-JD31-DXK2-M1D6-00000-00
"US Patent Issued to Fedex Corporate Services on Jan. 26 for ""Sensor zone management"" ( Tennessee , Mississippi Inventors)",US Fed News,,2021-01-27,241 words,241,20,107,282801,USFDNW2021,urn:contentItem:61VX-88G1-F12F-F166-00000-00
Keeler Thomas Management LLC Decreases Stock Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-27,972 words,972,20,64,439934,AMBNWS2021,urn:contentItem:61W2-6SD1-DXK2-M42Y-00000-00
"Retirement Systems of Alabama Sells 6,554 Shares of FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2021-01-27,976 words,976,20,63,439934,AMBNWS2021,urn:contentItem:5SH8-JW71-DXK2-M40J-00000-00
FedEx Co. ( NYSE :FDX) Shares Purchased by Calton & Associates Inc.,American Banking and Market News,,2021-01-27,964 words,964,20,61,439934,AMBNWS2021,urn:contentItem:5SH8-4951-DXK2-M2KX-00000-00
FedEx Co. ( NYSE :FDX) Shares Purchased by Adviser Investments LLC,American Banking and Market News,,2021-01-27,916 words,916,20,60,439934,AMBNWS2021,urn:contentItem:5SHB-F2T1-JB40-X07Y-00000-00
FedEx Co. ( NYSE :FDX) Shares Acquired by Vishria Bird Financial Group LLC,American Banking and Market News,,2021-01-27,1015 words,1015,20,60,439934,AMBNWS2021,urn:contentItem:61VX-HCV1-DXK2-M51K-00000-00
Pinnacle Associates Ltd. Lowers Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-27,1020 words,1020,20,59,439934,AMBNWS2021,urn:contentItem:61VX-HCG1-DXK2-M2YN-00000-00
FedEx Co. ( NYSE :FDX) Stock Holdings Boosted by Adviser Investments LLC,Watchlist News,,2021-01-27,1161 words,1161,20,58,484299,AMCN-135127,urn:contentItem:61VY-3K91-JCMN-Y1XC-00000-00
FedEx Co. ( NYSE :FDX) Shares Sold by Retirement Systems of Alabama,Watchlist News,,2021-01-27,1082 words,1082,20,58,484299,AMCN-135127,urn:contentItem:61VY-3K91-JCMN-Y18X-00000-00
FedEx Co. ( NYSE :FDX) Shares Sold by Janney Montgomery Scott LLC,American Banking and Market News,,2021-01-28,793 words,793,18,68,439934,AMBNWS2021,urn:contentItem:61W4-H5H1-DXK2-M1FP-00000-00
Garrett Investment Advisors LLC Makes New Investment in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-28,765 words,765,18,66,439934,AMBNWS2021,urn:contentItem:5SHB-F2T1-JB40-X335-00000-00
"CRA Financial Services LLC Makes New $235,000 Investment in FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2021-01-28,799 words,799,18,64,439934,AMBNWS2021,urn:contentItem:61W4-H6S1-DXK2-M00S-00000-00
"Allworth Financial LP Has $611,000 Stock Holdings in FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2021-01-28,808 words,808,18,64,439934,AMBNWS2021,urn:contentItem:61W4-H6S1-DXK2-M04H-00000-00
IFP Advisors Inc Has $2.09 Million Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-28,826 words,826,18,64,439934,AMBNWS2021,urn:contentItem:61W4-H5H1-DXK2-M22G-00000-00
"IFP Advisors Inc Acquires 4,558 Shares of FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2021-01-28,862 words,862,18,63,439934,AMBNWS2021,urn:contentItem:61W4-H6R1-DXK2-M50X-00000-00
"Bangor Savings Bank Purchases 2,393 Shares of FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2021-01-28,845 words,845,18,62,439934,AMBNWS2021,urn:contentItem:61W8-5981-JB40-X0HT-00000-00
FedEx Co. ( NYSE :FDX) Shares Bought by Bfsg LLC,Watchlist News,,2021-01-28,980 words,980,18,60,484299,AMCN-135127,urn:contentItem:61W5-3771-F03R-N41V-00000-00
Brokerages Anticipate FedEx Co. ( NYSE : FDX ) Will Announce Quarterly Sales of $19.72 Billion,Watchlist News,,2021-01-28,1218 words,1218,18,55,484299,AMCN-135127,urn:contentItem:61W3-PYM1-F03R-N03D-00000-00
"Healthcare Cold Chain Logistics Market May See Big Move with Kuehne and Nagel International , DB Schenker",ReleaseWire,,2021-01-28,1519 words,1519,18,40,484276,SBWI-7162,urn:contentItem:61W8-CT41-F03R-N408-00000-00
"GWM Advisors LLC Acquires 1,616 Shares of FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2021-01-29,763 words,763,23,66,439934,AMBNWS2021,urn:contentItem:61WB-GWR1-JB40-X1N0-00000-00
"6,795 Shares in FedEx Co. ( NYSE :FDX) Bought by Cornerstone Wealth Group LLC",American Banking and Market News,,2021-01-29,794 words,794,23,64,439934,AMBNWS2021,urn:contentItem:61WG-52Y1-JB40-X0GF-00000-00
Usca Ria LLC Increases Stock Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-29,823 words,823,23,64,439934,AMBNWS2021,urn:contentItem:61WG-52X1-JB40-X3F3-00000-00
Ingalls & Snyder LLC Trims Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-29,814 words,814,23,64,439934,AMBNWS2021,urn:contentItem:5SHG-38T1-JB40-X1NJ-00000-00
FedEx Co. ( NYSE :FDX) Position Increased by James Investment Research Inc.,American Banking and Market News,,2021-01-29,893 words,893,23,63,439934,AMBNWS2021,urn:contentItem:61WG-52X1-JB40-X48F-00000-00
FedEx Co. ( NYSE :FDX) Shares Sold by Cubic Asset Management LLC,American Banking and Market News,,2021-01-29,888 words,888,23,63,439934,AMBNWS2021,urn:contentItem:61WG-5261-DXK2-M3J0-00000-00
"MTM Investment Management LLC Makes New $378,000 Investment in FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2021-01-29,884 words,884,23,63,439934,AMBNWS2021,urn:contentItem:5SHG-J0N1-JB40-X2SK-00000-00
Chatham Capital Group Inc. Sells 150 Shares of FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-29,893 words,893,23,62,439934,AMBNWS2021,urn:contentItem:5SHJ-CTB1-DXK2-M2CG-00000-00
Mercer Capital Advisers Inc. Trims Holdings in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-29,893 words,893,23,62,439934,AMBNWS2021,urn:contentItem:5SHJ-CTB1-DXK2-M2JS-00000-00
"Freight Trucking Market Set to Expand Post Covid-19 Pause; Players in Action Tuma Transport, FedEx , United Parcel Service",ReleaseWire,,2021-01-29,1571 words,1571,23,61,484276,SBWI-7162,urn:contentItem:61WC-1V31-F03R-N0ST-00000-00
FedEx Co. ( NYSE :FDX) Shares Sold by Pratt Collard Advisory Partners LLC,American Banking and Market News,,2021-01-30,882 words,882,3,63,439934,AMBNWS2021,urn:contentItem:61WJ-DJW1-JB40-X1G9-00000-00
FedEx Co. ( NYSE :FDX) Stock Holdings Lowered by Calamos Advisors LLC,American Banking and Market News,,2021-01-30,879 words,879,3,62,439934,AMBNWS2021,urn:contentItem:61WJ-DJV1-JB40-X4V9-00000-00
"Private Capital Group LLC Has $91,000 Stake in FedEx Co. ( NYSE :FDX)",Zolmax.com,,2021-01-30,916 words,916,3,32,484302,AMCN-116308,urn:contentItem:61WH-K611-JCMN-Y1HD-00000-00
First American Trust FSB Acquires 909 Shares of FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-31,817 words,817,10,68,439934,AMBNWS2021,urn:contentItem:61WX-19Y1-DXK2-M542-00000-00
FedEx Co. ( NYSE :FDX) Shares Bought by Robeco Institutional Asset Management B.V.,American Banking and Market News,,2021-01-31,793 words,793,10,65,439934,AMBNWS2021,urn:contentItem:61WS-C081-DXK2-M2TN-00000-00
873 Shares in FedEx Co. ( NYSE :FDX) Purchased by Annex Advisory Services LLC,American Banking and Market News,,2021-01-31,885 words,885,10,63,439934,AMBNWS2021,urn:contentItem:5SHS-BKM1-DXK2-M01M-00000-00
Bray Capital Advisors Acquires 645 Shares of FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-01-31,853 words,853,10,63,439934,AMBNWS2021,urn:contentItem:61WS-C081-DXK2-M45F-00000-00
FedEx Co. ( NYSE :FDX) Shares Sold by Cornerstone Investment Partners LLC,American Banking and Market News,,2021-01-31,848 words,848,10,62,439934,AMBNWS2021,urn:contentItem:61WX-1B01-DXK2-M0RW-00000-00
"Annex Advisory Services LLC Invests $227,000 in FedEx Co. ( NYSE :FDX)",Watchlist News,,2021-01-31,983 words,983,10,61,484299,AMCN-135127,urn:contentItem:61WS-W501-JCMN-Y16H-00000-00
Innomar Strategies and FedEx Express Canada Begin Distribution of Moderna COVID-19 Vaccine Across Canada,FierceBiotech,AmerisourceBergen,2021-01-31,1172 words,1172,10,37,408624,FRCBIO2021,urn:contentItem:61WB-C021-DXM4-G1WK-00000-00
First American Trust FSB Grows Stake in FedEx Co. ( NYSE :FDX),Zolmax.com,,2021-01-31,864 words,864,10,33,484302,AMCN-116308,urn:contentItem:61WS-W4Y1-JCMN-Y4VH-00000-00
Wealth Advisory Solutions LLC Grows Stock Holdings in FedEx Co. ( NYSE :FDX),DailyPolitical,,2021-01-31,991 words,991,10,32,484233,AMCN-116307,urn:contentItem:61WS-W4Y1-JCMN-Y3YJ-00000-00
Technavio Brings Out Report on New Last Mile Delivery Market in North America Research,Wireless News(Close-up Media),,2021-01-31,392 words,392,10,20,345215,WNCLPM2021,urn:contentItem:61WR-RTD1-F06S-P016-00000-00
"Freight Trucking Market is Expected Huge Growth of CAGR by Forecast to 2027 | Top Players Cargo Carriers, United Parcel Service , FedEx Corporation , Ceva Holdings , Tuma Transport etc - The Courier",University Wire,,2021-02-01,653 words,653,10,90,172244,UWIRE2021,urn:contentItem:61X4-S6B1-DY7P-T3W4-00000-00
"First Heartland Consultants Inc. Has $753,000 Holdings in FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2021-02-01,733 words,733,10,66,439934,AMBNWS2021,urn:contentItem:5SHX-1851-DXK2-M4K4-00000-00
World Asset Management Inc Cuts Stock Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-02-01,735 words,735,10,66,439934,AMBNWS2021,urn:contentItem:61X4-1RM1-JB40-X1PW-00000-00
FedEx Nabs PTAB Win In Workflow Patent Challenge,Law360 Legal News - Corporate,Britain Eakin,2021-02-01,496 words,496,10,37,475178,LAWLNW2021,urn:contentItem:621B-KN81-DYBF-K2PB-00000-00
FedEx Co. ( NYSE :FDX) Stock Position Decreased by Dowling & Yahnke LLC,Zolmax.com,,2021-02-01,766 words,766,10,33,484302,AMCN-116308,urn:contentItem:61X0-Y221-F03R-N2KY-00000-00
Dumont & Blake Investment Advisors LLC Has $1.34 Million Stock Holdings in FedEx Co. ( NYSE :FDX),Zolmax.com,,2021-02-01,839 words,839,10,32,484302,AMCN-116308,urn:contentItem:61X4-7M21-F03R-N4W4-00000-00
FedEx ( FDX ) Is in Oversold Territory: What's Next?,Newstex Blogs,Zacks Equity Research,2021-02-01,570 words,570,10,8,299488,ZACK-5304,urn:contentItem:61X0-Y231-F03R-N4YR-00000-00
4 Transportation Stocks With Dividend Growth to Watch Now,Newstex Blogs,Maharathi Basu,2021-02-01,1860 words,1860,10,4,299488,ZACK-5304,urn:contentItem:61X0-Y241-F03R-N00Y-00000-00
